City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
202,hailey,43.5196,-114.3153,277.56,64,100,0.89,US,1730566773
203,gulf shores,30.246,-87.7008,301.17,69,0,4.12,US,1730566564
204,aci castello,37.5583,15.1346,294.38,68,0,1.54,IT,1730566775
205,ghadamis,30.1337,9.5007,297.91,34,100,6.2,LY,1730566776
206,kidal,18.4411,1.4078,304.58,10,72,3.74,ML,1730566741
207,las lomitas,-24.7096,-60.593,306.15,47,81,2.37,AR,1730566778
208,ola,59.5833,151.2833,264.0,67,100,5.35,RU,1730566780
209,twin falls,42.3505,-114.6445,278.67,64,100,2.28,US,1730566781
210,al ghayzah,16.2079,52.176,300.82,59,0,3.16,YE,1730566782
211,east london,-33.0153,27.9116,294.67,88,100,4.12,ZA,1730566770
212,verkhniy baskunchak,48.2256,46.7217,283.77,81,98,7.41,RU,1730566784
213,hilo,19.7297,-155.09,294.32,98,90,1.79,US,1730566785
214,centerport,40.8854,-73.3762,288.68,52,2,2.24,US,1730566787
215,hammerfest,70.6634,23.6821,273.4,80,75,8.75,NO,1730566590
216,yuzhno-kurilsk,44.0306,145.8556,281.12,76,53,9.05,RU,1730566789
217,mogocha,53.7333,119.7667,265.43,94,87,1.54,RU,1730566790
218,rolla,37.9514,-91.7713,290.66,65,85,2.24,US,1730566791
219,hami,42.8,93.45,281.14,44,98,4.35,CN,1730566792
220,behshahr,36.6923,53.5526,289.73,67,0,1.21,IR,1730566794
221,sharm el-sheikh,27.8518,34.305,300.23,39,0,6.17,EG,1730566795
222,borogontsy,62.6683,131.1683,244.69,100,73,1.28,RU,1730566796
223,barcelos,41.5388,-8.6151,291.75,71,35,1.33,PT,1730566797
224,vila franca do campo,37.7167,-25.4333,295.38,99,5,4.69,PT,1730566798
225,antofagasta,-23.65,-70.4,291.75,77,39,4.01,CL,1730566628
226,holualoa,19.6228,-155.9522,294.17,93,59,4.13,US,1730566801
227,senanga,-16.1167,23.2667,298.75,47,99,2.11,ZM,1730566803
228,havre,49.5833,0.3333,285.02,76,100,4.63,FR,1730566804
229,chibougamau,49.9168,-74.3659,269.94,63,100,4.12,CA,1730566805
230,uyuni,-20.4597,-66.825,290.22,9,0,4.33,BO,1730566807
231,brookings,44.3114,-96.7984,285.44,42,99,4.24,US,1730566600
232,gejiu,23.306,103.1635,284.51,83,7,1.55,CN,1730566809
233,malabrigo,-29.3464,-59.9696,303.25,49,64,0.87,AR,1730566810
234,tromso,69.6496,18.957,274.16,69,75,5.14,NO,1730566811
235,manta,-0.95,-80.7333,298.03,69,100,6.17,EC,1730566537
236,kuchaman,27.15,74.85,299.39,23,0,2.12,IN,1730566814
237,argo,37.6333,22.7333,289.69,64,2,0.64,GR,1730566815
238,tsiombe,-25.3,45.4833,296.46,85,13,6.66,MG,1730566816
239,robertsport,6.7533,-11.3686,301.18,74,57,3.38,LR,1730566694
240,birjand,32.8663,59.2211,291.41,24,0,0.0,IR,1730566818
241,manismata,-2.4667,111.0333,295.95,96,90,0.93,ID,1730566819
242,zyryanovsk,49.7386,84.2719,271.37,91,100,0.73,KZ,1730566820
243,villa emilio carranza,19.9667,-96.6,300.75,70,25,2.81,MX,1730566822
244,valparaiso,-33.0393,-71.6273,298.28,48,0,5.66,CL,1730566793
245,mutuali,-14.8706,37.0044,298.63,65,93,0.69,MZ,1730566824
246,turpan,42.9333,89.1667,285.91,44,62,1.31,CN,1730566825
247,bel ombre,-4.6167,55.4167,301.06,78,40,1.54,SC,1730566826
248,letlhakane,-21.4167,25.5833,303.61,15,18,4.91,BW,1730566827
249,freeport,40.6576,-73.5832,288.77,49,4,4.02,US,1730566828
250,santana,-0.0583,-51.1817,307.25,59,40,5.14,BR,1730566829
251,uliastay,47.7417,96.8444,262.46,59,1,2.95,MN,1730566830
252,khandyga,62.6667,135.6,248.99,99,86,0.9,RU,1730566831
253,qalat,32.1058,66.9083,289.03,30,28,2.48,AF,1730566833
254,ulladulla,-35.35,150.4667,288.01,90,98,3.85,AU,1730566834
255,nemuro,43.3236,145.575,283.08,75,85,7.25,JP,1730566835
256,kerikeri,-35.2268,173.9474,285.88,86,52,3.51,NZ,1730566836
257,qaqortoq,60.7167,-46.0333,271.28,73,53,4.12,GL,1730566837
258,farafangana,-22.8167,47.8333,297.03,82,42,5.31,MG,1730566838
259,codrington,-38.2667,141.9667,288.07,84,100,8.13,AU,1730566839
260,santiago de cao,-7.9589,-79.2392,292.22,82,75,4.12,PE,1730566840
261,puerto baquerizo moreno,-0.9,-89.6,296.7,69,75,6.69,EC,1730566841
262,prado,-17.3411,-39.2208,299.88,67,17,4.41,BR,1730566842
263,sao vicente,-23.9631,-46.3919,300.92,33,75,4.63,BR,1730566843
264,bredasdorp,-34.5322,20.0403,290.95,71,97,3.76,ZA,1730566844
265,mhamid,29.82,-5.72,299.66,16,7,0.93,MA,1730566845
266,ginir,7.1333,40.7,287.27,90,87,0.72,ET,1730566847
267,hamilton,39.1834,-84.5333,288.51,60,43,1.34,US,1730566848
268,jining,35.405,116.5814,288.01,58,0,3.09,CN,1730566849
269,kosh-agach,50.0,88.6667,263.33,89,97,1.08,RU,1730566850
270,aleg,17.0481,-13.9209,312.28,13,56,3.91,MR,1730566851
271,san patricio,28.017,-97.5169,302.35,60,12,6.07,US,1730566852
272,sinabang,2.4803,96.3801,299.86,74,92,1.33,ID,1730566853
273,queenstown,-31.8976,26.8753,295.87,47,77,3.03,ZA,1730566631
274,thinadhoo,0.5333,72.9333,300.77,65,52,1.84,MV,1730566856
275,saldanha,-33.0117,17.9442,293.18,87,86,4.84,ZA,1730566859
276,palapag,12.5458,125.1147,298.35,94,57,1.41,PH,1730566860
277,tofol,5.3248,163.0078,301.99,73,99,3.01,FM,1730566861
278,ishigaki,24.3448,124.1572,298.22,83,100,3.6,JP,1730566862
279,san sebastian de la gomera,28.0916,-17.1133,296.35,68,75,3.6,ES,1730566863
280,abra pampa,-22.7205,-65.697,291.69,10,0,1.18,AR,1730566864
281,sisimiut,66.9395,-53.6735,270.32,72,100,4.14,GL,1730566865
282,garoowe,8.4054,48.4845,302.54,44,78,2.31,SO,1730566866
283,bandirma,40.3522,27.9767,288.85,75,0,1.76,TR,1730566867
284,maloye ganyushkino,46.6,49.2667,288.88,60,42,8.94,KZ,1730566868
285,porto novo,6.4965,2.6036,303.05,75,96,3.94,BJ,1730566870
286,ta`u,-14.2336,-169.5144,300.27,81,92,7.05,AS,1730566871
287,disuq,31.1331,30.6465,291.96,69,12,2.34,EG,1730566872
288,marsh harbour,26.5412,-77.0636,299.23,74,0,7.06,BS,1730566873
289,tangalle,6.024,80.7911,297.75,90,96,1.86,LK,1730566616
290,waingapu,-9.6567,120.2641,300.75,77,10,1.37,ID,1730566875
291,bandarbeyla,9.4942,50.8122,299.47,75,11,6.85,SO,1730566877
292,mwene-ditu,-7.0,23.45,293.47,94,79,1.61,CD,1730566881
293,tarawa,1.419,172.984,301.2,78,20,1.03,KI,1730566883
294,coari,-4.085,-63.1414,309.89,36,100,1.22,BR,1730566828
295,namibe,-15.1961,12.1522,293.76,78,97,3.88,AO,1730566885
296,tryavna,42.8667,25.5,285.98,52,37,2.16,BG,1730566886
297,kingston,17.997,-76.7936,303.68,66,20,2.06,JM,1730566705
298,fuli,46.7217,131.1394,272.47,68,15,1.46,CN,1730566889
299,san andres,12.5847,-81.7006,302.16,84,40,5.14,CO,1730566890
300,vila velha,-20.3297,-40.2925,301.12,83,75,4.12,BR,1730566893
301,meulaboh,4.1363,96.1285,298.09,85,95,1.71,ID,1730566895
302,mizdah,31.4451,12.9801,294.94,48,2,4.14,LY,1730566897
303,road town,18.4167,-64.6167,302.17,79,75,2.57,VG,1730566899
304,kyelang,32.5833,77.0333,275.62,42,46,0.96,IN,1730566900
305,haiku-pauwela,20.9219,-156.3051,295.48,75,98,3.58,US,1730566901
306,acarau,-2.8856,-40.12,303.11,59,35,10.21,BR,1730566902
307,yatou,37.15,122.3833,286.18,59,0,0.25,CN,1730566904
308,qujing,25.4833,103.7833,284.31,92,28,1.34,CN,1730566905
309,sos'va,59.1766,61.8558,274.04,96,100,7.01,RU,1730566906
310,sola,-13.8833,167.55,299.89,83,100,7.03,VU,1730566877
311,port alfred,-33.5906,26.891,293.81,93,69,1.34,ZA,1730566908
312,buenaventura,3.8801,-77.0312,298.21,94,75,2.06,CO,1730566909
313,altamont,42.2068,-121.7372,278.09,89,75,2.06,US,1730566910
314,sur,22.5667,59.5289,300.7,43,0,1.07,OM,1730566911
315,sao tome,0.3365,6.7273,298.72,87,100,4.77,ST,1730566912
316,greenville,35.6127,-77.3663,292.16,61,100,2.06,US,1730566748
317,ceerigaabo,10.6162,47.368,291.86,71,51,0.99,SO,1730566914
318,tera,14.0078,0.7531,306.25,11,78,4.07,NE,1730566915
319,mwinilunga,-11.7358,24.4293,293.03,80,91,0.28,ZM,1730566917
320,wabag,-5.4781,143.7021,285.86,99,100,0.45,PG,1730566918
321,crane,31.3974,-102.3501,293.25,87,99,9.59,US,1730566919
322,eyl,7.9803,49.8164,299.9,76,70,6.84,SO,1730566920
323,tionk essil,12.7856,-16.5217,305.94,46,59,4.61,SN,1730566921
324,caleta de carquin,-11.0925,-77.6267,293.93,74,13,4.5,PE,1730566922
325,silver springs,29.1044,-82.0206,302.6,66,1,0.89,US,1730566923
326,namsos,64.4662,11.4957,275.1,93,75,3.6,NO,1730566924
327,majene,-3.5403,118.9707,298.25,88,100,1.82,ID,1730566925
328,kone,-21.0595,164.8658,292.92,83,97,1.12,NC,1730566926
329,nago,26.5881,127.9761,297.73,82,100,4.06,JP,1730566883
330,trinidad,-14.8333,-64.9,304.14,70,75,4.12,BO,1730566928
331,mary,37.0,62.5,290.7,39,7,4.73,TM,1730566930
332,turkmenbasy,40.0222,52.9552,289.58,94,75,6.17,TM,1730566932
333,sorong,-0.8833,131.25,298.72,89,57,3.7,ID,1730566933
334,abha,18.2164,42.5053,290.29,88,0,2.57,SA,1730566934
335,conceicao do coite,-11.5639,-39.2828,307.94,23,99,4.69,BR,1730566935
336,ancud,-41.8697,-73.8203,284.43,73,99,9.8,CL,1730566936
337,susuman,62.7833,148.1667,251.31,100,97,1.32,RU,1730566938
338,greymouth,-42.4667,171.2,276.11,87,19,2.74,NZ,1730566940
339,papao,-17.75,-149.55,297.97,67,10,2.28,PF,1730566941
340,asilah,35.465,-6.0348,293.59,77,6,4.5,MA,1730566942
341,bairnsdale,-37.8333,147.6167,293.74,36,100,1.79,AU,1730566943
342,cururupu,-1.8283,-44.8683,304.6,52,66,3.59,BR,1730566944
343,rongelap,11.1635,166.8941,301.2,80,14,4.71,MH,1730566946
344,margate,51.3813,1.3862,285.86,82,81,0.89,GB,1730566947
345,karbala,32.616,44.0249,300.39,46,21,5.11,IQ,1730566948
346,pokaran,26.9167,71.9167,301.66,22,0,4.73,IN,1730566949
347,pama,11.2497,0.7075,304.18,21,100,1.8,BF,1730566950
348,burlington,39.8835,-74.6413,289.24,45,0,4.63,US,1730566858
349,mokshan,53.4365,44.6132,272.28,71,28,7.28,RU,1730566952
350,kotlas,61.2611,46.6556,269.87,72,62,4.72,RU,1730566953
351,boyolangu,-8.1181,111.8935,298.19,89,81,0.49,ID,1730566954
352,paracuru,-3.41,-39.0306,302.17,61,64,8.07,BR,1730566955
353,hotan,37.0997,79.9269,286.57,32,100,2.47,CN,1730566956
354,gamba,-2.65,10.0,297.68,91,99,2.46,GA,1730566957
355,yemva,62.59,50.8594,271.84,81,100,4.73,RU,1730566958
356,villa gesell,-37.2639,-56.973,290.91,92,100,1.72,AR,1730566959
357,yigo village,13.5361,144.8886,300.55,86,75,5.66,GU,1730566961
358,palikir - national government center,6.9248,158.1611,301.4,75,60,4.35,FM,1730566965
359,shingu,33.7333,135.9833,290.06,88,43,3.41,JP,1730566966
360,kikwit,-5.041,18.8162,296.87,89,96,0.47,CD,1730566967
361,coihueco,-36.6167,-71.8333,289.56,59,75,2.57,CL,1730566968
362,tafas,32.7356,36.0669,292.45,68,81,5.4,SY,1730566969
363,remire-montjoly,4.9167,-52.2667,306.17,58,75,6.17,GF,1730566970
364,la'ie,21.6477,-157.9253,297.1,80,90,3.13,US,1730566973
365,constitucion,-35.3333,-72.4167,290.2,51,1,6.76,CL,1730566809
366,hawaiian paradise park,19.5933,-154.9731,294.2,99,100,3.09,US,1730566975
367,rehoboth,-23.3167,17.0833,304.39,11,66,9.64,NA,1730566976
368,zakamensk,50.3741,103.2863,259.6,91,6,1.16,RU,1730566977
369,aoulef,26.9667,1.0833,305.29,13,97,4.93,DZ,1730566978
370,bubaque,11.2833,-15.8333,302.08,72,24,4.1,GW,1730566979
371,puno,-15.8333,-70.0333,285.84,22,2,4.06,PE,1730566763
372,jaszkiser,47.45,20.2167,283.15,63,93,2.77,HU,1730566981
373,kuanda,56.3161,116.0806,260.86,94,99,0.59,RU,1730566982
374,hoa binh,20.8133,105.3383,292.87,63,8,1.07,VN,1730566984
375,cabo san lucas,22.8909,-109.9124,298.23,59,3,3.47,MX,1730566800
376,plastun,44.7561,136.2939,272.41,80,3,2.29,RU,1730566986
377,tahe,52.3333,124.7333,267.61,92,100,0.46,CN,1730566987
378,aban,56.67,96.06,267.05,75,3,2.14,RU,1730566988
379,walvis bay,-22.9575,14.5053,289.52,79,33,6.36,NA,1730566989
380,neon karlovasion,37.7903,26.7044,292.54,65,95,3.25,GR,1730566990
381,la palma,33.8464,-118.0467,291.49,77,75,1.54,US,1730566991
382,urengoy,65.9667,78.3667,271.86,96,100,9.37,RU,1730566992
383,riviere-du-loup,47.8304,-69.5342,276.3,56,26,2.57,CA,1730566993
384,mandalgovi,45.7625,106.2708,268.26,70,97,7.87,MN,1730566994
385,antsiranana,-12.2787,49.2917,297.63,79,1,5.47,MG,1730566995
386,shakawe,-18.3667,21.85,302.21,33,83,2.68,BW,1730566996
387,yepocapa,14.5042,-90.9569,297.33,57,78,1.94,GT,1730566998
388,masvingo,-20.0637,30.8277,299.25,24,0,3.39,ZW,1730566999
389,fisterra,42.9049,-9.2629,290.59,78,52,1.53,ES,1730567000
390,vorkuta,67.5,64.0,263.07,95,21,2.23,RU,1730567001
391,nongstoin,25.5167,91.2667,288.54,93,2,2.1,IN,1730567002
392,harstad,68.799,16.5293,273.79,96,100,8.05,NO,1730567003
393,veinticinco de mayo,-35.4323,-60.1727,294.81,70,100,0.89,AR,1730567004
